FIPS,Recip_County,Recip_State,Series_Complete_5Plus
50009,Essex County,VT,2431
38007,Billings County,ND,194
40087,McClain County,OK,18912
35047,San Miguel County,NM,17890
47101,Lewis County,TN,4277
48307,McCulloch County,TX,3017
72071,Isabela Municipio,PR,28768
66010,Guam,GU,98407
08011,Bent County,CO,1444
05123,St. Francis County,AR,12106
18043,Floyd County,IN,43578
31083,Harlan County,NE,1331
48083,Coleman County,TX,2952
54103,Wetzel County,WV,8486
32023,Nye County,NV,21077
02020,Anchorage Municipality,AK,178525
48393,Roberts County,TX,288
13311,White County,GA,10778
72131,San Sebastian Municipio,PR,30098
39011,Auglaize County,OH,17665
20129,Morton County,KS,1052
46009,Bon Homme County,SD,3868
13213,Murray County,GA,14469
26001,Alcona County,MI,5976
13187,Lumpkin County,GA,11313
13055,Chattooga County,GA,9200
55023,Crawford County,WI,9254
41029,Jackson County,OR,125767
54007,Braxton County,WV,6126
38083,Sheridan County,ND,476
55129,Washburn County,WI,9729
48127,Dimmit County,TX,6961
20015,Butler County,KS,31522
28073,Lamar County,MS,36658
13069,Coffee County,GA,15628
19081,Hancock County,IA,5177
32033,White Pine County,NV,4920
47119,Maury County,TN,60354
23017,Oxford County,ME,38616
41005,Clackamas County,OR,281451
02240,Southeast Fairbanks Census Area,AK,2530
37133,Onslow County,NC,116564
55005,Barron County,WI,23664
42017,Bucks County,PA,439877
27147,Steele County,MN,21770
02188,Northwest Arctic Borough,AK,4380
46123,Tripp County,SD,2388
29027,Callaway County,MO,20649
28031,Covington County,MS,9275
13133,Greene County,GA,9717
29167,Polk County,MO,12281
21083,Graves County,KY,16449
72075,Juana Diaz Municipio,PR,32585
06047,Merced County,CA,132090
05075,Lawrence County,AR,7489
12071,Lee County,FL,465436
21109,Jackson County,KY,4720
37103,Jones County,NC,4927
UNK,Unknown County,LA,77498
26005,Allegan County,MI,60113
27031,Cook County,MN,4323
31161,Sheridan County,NE,1629
72027,Camuy Municipio,PR,23086
37017,Bladen County,NC,19984
48477,Washington County,TX,17739
36115,Washington County,NY,39850
51191,Washington County,VA,30129
31089,Holt County,NE,4178
48469,Victoria County,TX,43685
41055,Sherman County,OR,1014
19035,Cherokee County,IA,5832
17057,Fulton County,IL,19390
18063,Hendricks County,IN,119342
19103,Johnson County,IA,107615
05007,Benton County,AR,144842
29225,Webster County,MO,16425
13299,Ware County,GA,13355
48369,Parmer County,TX,3796
13269,Taylor County,GA,3571
26071,Iron County,MI,6159
25019,Nantucket County,MA,0
41043,Linn County,OR,70347
51133,Northumberland County,VA,6453
16023,Butte County,ID,1238
19145,Page County,IA,7905
37053,Currituck County,NC,15794
51650,Hampton city,VA,80306
38071,Ramsey County,ND,6425
13021,Bibb County,GA,68103
47163,Sullivan County,TN,87041
32029,Storey County,NV,881
29031,Cape Girardeau County,MO,37518
18165,Vermillion County,IN,7092
13273,Terrell County,GA,4829
28027,Coahoma County,MS,10984
40023,Choctaw County,OK,5020
48443,Terrell County,TX,402
13163,Jefferson County,GA,8104
02110,Juneau City and Borough,AK,23032
72093,Maricao Municipio,PR,3699
31059,Fillmore County,NE,2810
20053,Ellsworth County,KS,3259
16079,Shoshone County,ID,5437
55097,Portage County,WI,42994
45087,Union County,SC,11072
40145,Wagoner County,OK,37262
47075,Haywood County,TN,8787
UNK,Unknown County,PR,104959
17123,Marshall County,IL,6460
13081,Crisp County,GA,9490
35061,Valencia County,NM,43944
29145,Newton County,MO,14635
13003,Atkinson County,GA,3133
26127,Oceana County,MI,14044
29207,Stoddard County,MO,11240
08013,Boulder County,CO,251412
31109,Lancaster County,NE,207437
38039,Griggs County,ND,1023
48249,Jim Wells County,TX,21221
17047,Edwards County,IL,2530
55027,Dodge County,WI,44603
31155,Saunders County,NE,11028
47135,Perry County,TN,3213
21003,Allen County,KY,8206
37185,Warren County,NC,10665
21137,Lincoln County,KY,9787
21183,Ohio County,KY,9298
21053,Clinton County,KY,4028
27107,Norman County,MN,3763
72085,Las Piedras Municipio,PR,26015
37087,Haywood County,NC,34825
45021,Cherokee County,SC,19223
40009,Beckham County,OK,8764
41021,Gilliam County,OR,844
35043,Sandoval County,NM,102118
48437,Swisher County,TX,2933
37199,Yancey County,NC,9104
36093,Schenectady County,NY,110388
53007,Chelan County,WA,53087
13019,Berrien County,GA,6302
37025,Cabarrus County,NC,119054
56003,Big Horn County,WY,4551
27071,Koochiching County,MN,7049
47053,Gibson County,TN,21689
37115,Madison County,NC,12144
13285,Troup County,GA,25035
40043,Dewey County,OK,1214
30057,Madison County,MT,3755
16035,Clearwater County,ID,3634
16059,Lemhi County,ID,3678
48059,Callahan County,TX,5629
27055,Houston County,MN,10816
05077,Lee County,AR,2876
16029,Caribou County,ID,2789
19039,Clarke County,IA,5030
05081,Little River County,AR,4704
12097,Osceola County,FL,264487
18025,Crawford County,IN,3851
37153,Richmond County,NC,20791
36053,Madison County,NY,42517
53053,Pierce County,WA,565679
31063,Frontier County,NE,705
13095,Dougherty County,GA,41703
16063,Lincoln County,ID,2150
28107,Panola County,MS,15813
29039,Cedar County,MO,4506
38013,Burke County,ND,818
40077,Latimer County,OK,3357
19197,Wright County,IA,7042
46037,Day County,SD,3421
21145,McCracken County,KY,35550
72117,Rincon Municipio,PR,10084
47117,Marshall County,TN,14297
08107,Routt County,CO,19135
12109,St. Johns County,FL,182607
05009,Boone County,AR,13649
42099,Perry County,PA,21819
13185,Lowndes County,GA,45550
51790,Staunton city,VA,11607
21135,Lewis County,KY,5004
30061,Mineral County,MT,2337
48107,Crosby County,TX,2477
31093,Howard County,NE,2663
26121,Muskegon County,MI,93063
04017,Navajo County,AZ,79147
13215,Muscogee County,GA,84300
08007,Archuleta County,CO,7900
17135,Montgomery County,IL,14311
36015,Chemung County,NY,48860
18153,Sullivan County,IN,10023
32027,Pershing County,NV,2361
72063,Gurabo Municipio,PR,30238
19155,Pottawattamie County,IA,51978
48285,Lavaca County,TX,8198
38041,Hettinger County,ND,964
38019,Cavalier County,ND,2226
29083,Henry County,MO,9807
20013,Brown County,KS,5631
12103,Pinellas County,FL,617198
38011,Bowman County,ND,1151
22049,Jackson Parish,LA,6548
39121,Noble County,OH,6089
47107,McMinn County,TN,20982
55087,Outagamie County,WI,117628
48415,Scurry County,TX,7720
48063,Camp County,TX,5103
40027,Cleveland County,OK,152687
24015,Cecil County,MD,57859
12123,Taylor County,FL,8447
28075,Lauderdale County,MS,36940
12091,Okaloosa County,FL,130426
34005,Burlington County,NJ,321047
UNK,Unknown County,MD,80966
40111,Okmulgee County,OK,16022
47055,Giles County,TN,11273
51199,York County,VA,44544
41049,Morrow County,OR,6252
40001,Adair County,OK,7698
13261,Sumter County,GA,14883
28155,Webster County,MS,4555
28009,Benton County,MS,4141
21211,Shelby County,KY,22389
27131,Rice County,MN,41167
19141,O'Brien County,IA,6802
26163,Wayne County,MI,911313
37179,Union County,NC,129084
27069,Kittson County,MN,2480
28163,Yazoo County,MS,14076
30105,Valley County,MT,3353
12065,Jefferson County,FL,8342
37147,Pitt County,NC,94320
21041,Carroll County,KY,4826
47025,Claiborne County,TN,13680
13105,Elbert County,GA,7859
42063,Indiana County,PA,37479
26111,Midland County,MI,47859
19111,Lee County,IA,16827
48405,San Augustine County,TX,3257
46029,Codington County,SD,14897
55085,Oneida County,WI,22765
46005,Beadle County,SD,8799
20119,Meade County,KS,1585
40049,Garvin County,OK,12567
48343,Morris County,TX,5150
29085,Hickory County,MO,3580
21039,Carlisle County,KY,1893
25005,Bristol County,MA,357778
01043,Cullman County,AL,31354
32001,Churchill County,NV,12889
30015,Chouteau County,MT,1818
46121,Todd County,SD,6455
16009,Benewah County,ID,4616
19147,Palo Alto County,IA,4425
47131,Obion County,TN,11985
20157,Republic County,KS,2323
48231,Hunt County,TX,41145
51081,Greensville County,VA,4003
01113,Russell County,AL,22656
06061,Placer County,CA,260951
18173,Warrick County,IN,38561
13179,Liberty County,GA,36488
46045,Edmunds County,SD,1707
18027,Daviess County,IN,10796
20007,Barber County,KS,2031
20127,Morris County,KS,3080
38017,Cass County,ND,107883
54091,Taylor County,WV,7777
UNK,Unknown County,NE,114194
72039,Ciales Municipio,PR,12865
UNK,Unknown County,NV,91568
46111,Sanborn County,SD,1265
55135,Waupaca County,WI,27084
02130,Ketchikan Gateway Borough,AK,8635
40113,Osage County,OK,15893
34011,Cumberland County,NJ,74067
56027,Niobrara County,WY,724
31025,Cass County,NE,15714
21197,Powell County,KY,6326
51169,Scott County,VA,11904
UNK,Unknown County,OH,95651
48143,Erath County,TX,15717
42101,Philadelphia County,PA,1031625
32003,Clark County,NV,1255922
19099,Jasper County,IA,21304
13153,Houston County,GA,77720
20029,Cloud County,KS,4104
49035,Salt Lake County,UT,770026
01059,Franklin County,AL,13347
12133,Washington County,FL,8096
19119,Lyon County,IA,4728
48047,Brooks County,TX,4286
48395,Robertson County,TX,7390
51510,Alexandria city,VA,98386
17139,Moultrie County,IL,6203
46051,Grant County,SD,3340
36013,Chautauqua County,NY,73188
31103,Keya Paha County,NE,221
72041,Cidra Municipio,PR,28756
48311,McMullen County,TX,335
48157,Fort Bend County,TX,565498
31035,Clay County,NE,2519
13211,Morgan County,GA,8543
28161,Yalobusha County,MS,7732
19093,Ida County,IA,3299
28103,Noxubee County,MS,5615
31113,Logan County,NE,160
27097,Morrison County,MN,16002
35041,Roosevelt County,NM,6825
40079,Le Flore County,OK,18870
72083,Las Marias Municipio,PR,6806
39159,Union County,OH,35869
30013,Cascade County,MT,43142
45049,Hampton County,SC,12025
20081,Haskell County,KS,1486
09001,Fairfield County,CT,744667
04001,Apache County,AZ,66608
08067,La Plata County,CO,38931
05127,Scott County,AR,4822
06073,San Diego County,CA,2251382
UNK,Unknown County,FM,44058
18139,Rush County,IN,7636
37183,Wake County,NC,786488
42095,Northampton County,PA,202211
47029,Cocke County,TN,17531
32017,Lincoln County,NV,1943
45089,Williamsburg County,SC,16837
18045,Fountain County,IN,7461
31139,Pierce County,NE,2608
06023,Humboldt County,CA,87002
01119,Sumter County,AL,6103
39023,Clark County,OH,69304
05049,Fulton County,AR,3960
45067,Marion County,SC,14526
27153,Todd County,MN,10281
05097,Montgomery County,AR,3202
19125,Marion County,IA,17309
38093,Stutsman County,ND,10848
02050,Bethel Census Area,AK,11968
55009,Brown County,WI,167178
17015,Carroll County,IL,9004
20195,Trego County,KS,1081
12063,Jackson County,FL,19604
49045,Tooele County,UT,40009
48441,Taylor County,TX,67500
20101,Lane County,KS,640
41047,Marion County,OR,212309
29029,Camden County,MO,20626
27005,Becker County,MN,18254
29123,Madison County,MO,4650
47001,Anderson County,TN,42076
18021,Clay County,IN,14387
47007,Bledsoe County,TN,5368
42047,Elk County,PA,16387
40141,Tillman County,OK,3514
53047,Okanogan County,WA,27994
21075,Fulton County,KY,3405
21105,Hickman County,KY,1594
30095,Stillwater County,MT,3982
47147,Robertson County,TN,36440
51540,Charlottesville city,VA,23648
18073,Jasper County,IN,15421
40039,Custer County,OK,13693
53051,Pend Oreille County,WA,5432
20057,Ford County,KS,14327
31151,Saline County,NE,7222
48093,Comanche County,TX,6157
45061,Lee County,SC,7682
29177,Ray County,MO,8946
28045,Hancock County,MS,20488
48165,Gaines County,TX,4568
19063,Emmet County,IA,4682
08073,Lincoln County,CO,2009
13025,Brantley County,GA,4854
21051,Clay County,KY,8597
17185,Wabash County,IL,5541
17115,Macon County,IL,54115
72141,Utuado Municipio,PR,19512
21107,Hopkins County,KY,22525
26145,Saginaw County,MI,98626
16047,Gooding County,ID,6500
18033,DeKalb County,IN,18039
39077,Huron County,OH,27179
21009,Barren County,KY,19786
33007,Coos County,NH,20802
39151,Stark County,OH,198019
17045,Edgar County,IL,8093
29155,Pemiscot County,MO,4776
24035,Queen Anne's County,MD,32524
51127,New Kent County,VA,11717
UNK,Unknown County,WV,28241
29001,Adair County,MO,11142
29019,Boone County,MO,108893
08063,Kit Carson County,CO,2661
51041,Chesterfield County,VA,195648
31001,Adams County,NE,12892
02275,Wrangell City and Borough,AK,1434
39033,Crawford County,OH,18346
44003,Kent County,RI,126048
09003,Hartford County,CT,655278
48097,Cooke County,TX,15236
13043,Candler County,GA,4433
55071,Manitowoc County,WI,46653
53057,Skagit County,WA,84440
18091,LaPorte County,IN,60012
48331,Milam County,TX,10918
48433,Stonewall County,TX,534
30039,Granite County,MT,1220
39085,Lake County,OH,147163
46017,Buffalo County,SD,1137
38101,Ward County,ND,32594
29117,Livingston County,MO,6434
18037,Dubois County,IN,23972
47185,White County,TN,11351
48329,Midland County,TX,74115
21019,Boyd County,KY,22423
17165,Saline County,IL,11096
12021,Collier County,FL,263185
29021,Buchanan County,MO,32728
20035,Cowley County,KS,16316
13131,Grady County,GA,10497
17161,Rock Island County,IL,83745
22073,Ouachita Parish,LA,67086
13321,Worth County,GA,8154
39051,Fulton County,OH,21578
39013,Belmont County,OH,31592
20017,Chase County,KS,1197
48087,Collingsworth County,TX,936
48065,Carson County,TX,2128
19185,Wayne County,IA,2645
36101,Steuben County,NY,55751
26049,Genesee County,MI,199962
22115,Vernon Parish,LA,25662
26047,Emmet County,MI,23806
17117,Macoupin County,IL,24156
21067,Fayette County,KY,209066
42097,Northumberland County,PA,51087
29099,Jefferson County,MO,97914
56035,Sublette County,WY,3575
37073,Gates County,NC,5886
48483,Wheeler County,TX,2074
26149,St. Joseph County,MI,26944
05111,Poinsett County,AR,10266
13175,Laurens County,GA,21524
40047,Garfield County,OK,29818
26039,Crawford County,MI,7040
08009,Baca County,CO,1385
13191,McIntosh County,GA,5820
22025,Catahoula Parish,LA,3747
27027,Clay County,MN,37089
28081,Lee County,MS,36260
28159,Winston County,MS,8392
29073,Gasconade County,MO,7356
48439,Tarrant County,TX,1150868
55015,Calumet County,WI,27512
23023,Sagadahoc County,ME,28031
17029,Coles County,IL,22586
27165,Watonwan County,MN,6200
55019,Clark County,WI,12712
29061,Daviess County,MO,2652
37039,Cherokee County,NC,15744
12067,Lafayette County,FL,3241
35059,Union County,NM,1777
38057,Mercer County,ND,3116
51155,Pulaski County,VA,14607
45047,Greenwood County,SC,33264
UNK,Unknown County,NY,352737
13149,Heard County,GA,3282
42123,Warren County,PA,18873
26035,Clare County,MI,14068
26107,Mecosta County,MI,17776
08053,Hinsdale County,CO,515
18017,Cass County,IN,16650
40063,Hughes County,OK,5923
20145,Pawnee County,KS,3345
18145,Shelby County,IN,25138
51840,Winchester city,VA,11926
28053,Humphreys County,MS,4575
48375,Potter County,TX,51418
48131,Duval County,TX,6705
48497,Wise County,TX,26625
51093,Isle of Wight County,VA,18894
54055,Mercer County,WV,30639
72111,Penuelas Municipio,PR,14960
48203,Harrison County,TX,26706
UNK,Unknown County,WI,116846
37023,Burke County,NC,41155
06033,Lake County,CA,36950
49003,Box Elder County,UT,27817
06035,Lassen County,CA,11228
46087,McCook County,SD,3108
49047,Uintah County,UT,14481
48117,Deaf Smith County,TX,7762
06067,Sacramento County,CA,1009359
06011,Colusa County,CA,12580
51059,Fairfax County,VA,855247
28049,Hinds County,MS,130421
21177,Muhlenberg County,KY,15234
45029,Colleton County,SC,17777
39035,Cuyahoga County,OH,777365
48403,Sabine County,TX,3817
12039,Gadsden County,FL,25828
20175,Seward County,KS,9432
29173,Ralls County,MO,2865
48505,Zapata County,TX,8343
37093,Hoke County,NC,21386
51683,Manassas city,VA,19638
48397,Rockwall County,TX,59690
41033,Josephine County,OR,43027
28085,Lincoln County,MS,12848
46065,Hughes County,SD,12226
17063,Grundy County,IL,28620
19091,Humboldt County,IA,4678
09005,Litchfield County,CT,133438
26041,Delta County,MI,21786
40013,Bryan County,OK,19676
35027,Lincoln County,NM,11240
08077,Mesa County,CO,74922
48189,Hale County,TX,14136
41007,Clatsop County,OR,26028
31075,Grant County,NE,125
05011,Bradley County,AR,5944
13291,Union County,GA,10947
28007,Attala County,MS,9566
32510,Carson City,NV,34924
45075,Orangeburg County,SC,46448
26141,Presque Isle County,MI,7415
50025,Windham County,VT,28261
27115,Pine County,MN,14081
29169,Pulaski County,MO,25761
72043,Coamo Municipio,PR,27023
22013,Bienville Parish,LA,6301
39005,Ashland County,OH,22604
47167,Tipton County,TN,24275
47019,Carter County,TN,22229
19183,Washington County,IA,12210
06101,Sutter County,CA,56852
27171,Wright County,MN,73646
48279,Lamb County,TX,5410
29186,Ste. Genevieve County,MO,7880
36049,Lewis County,NY,13390
54109,Wyoming County,WV,10561
18069,Huntington County,IN,17942
21023,Bracken County,KY,3825
18121,Parke County,IN,6586
13159,Jasper County,GA,4850
21165,Menifee County,KY,2811
29137,Monroe County,MO,3728
48281,Lampasas County,TX,9802
28101,Newton County,MS,10861
35021,Harding County,NM,365
72105,Naranjito Municipio,PR,21615
72009,Aibonito Municipio,PR,19547
29223,Wayne County,MO,4548
29065,Dent County,MO,5124
55021,Columbia County,WI,37760
54035,Jackson County,WV,14667
35055,Taos County,NM,26340
16037,Custer County,ID,2000
26021,Berrien County,MI,83516
17005,Bond County,IL,8811
41027,Hood River County,OR,19322
27093,Meeker County,MN,10846
28091,Marion County,MS,11031
72087,Loiza Municipio,PR,13394
31157,Scotts Bluff County,NE,14369
18113,Noble County,IN,17945
17089,Kane County,IL,344140
19079,Hamilton County,IA,9137
26153,Schoolcraft County,MI,4439
39139,Richland County,OH,51957
41037,Lake County,OR,3054
02180,Nome Census Area,AK,6762
17177,Stephenson County,IL,26373
21013,Bell County,KY,11633
46013,Brown County,SD,21364
02068,Denali Borough,AK,1065
31085,Hayes County,NE,223
36037,Genesee County,NY,33602
25007,Dukes County,MA,0
36025,Delaware County,NY,24693
28135,Tallahatchie County,MS,5587
46081,Lawrence County,SD,14472
48095,Concho County,TX,1325
72097,Mayaguez Municipio,PR,55482
16077,Power County,ID,3849
35035,Otero County,NM,39688
13227,Pickens County,GA,13333
27163,Washington County,MN,179721
18133,Putnam County,IN,15664
05131,Sebastian County,AR,61617
37151,Randolph County,NC,61426
13305,Wayne County,GA,12289
48373,Polk County,TX,23686
31067,Gage County,NE,9354
01125,Tuscaloosa County,AL,88952
48229,Hudspeth County,TX,3180
17075,Iroquois County,IL,13506
30029,Flathead County,MT,42878
37033,Caswell County,NC,11025
37195,Wilson County,NC,42439
32009,Esmeralda County,NV,354
12085,Martin County,FL,100518
06059,Orange County,CA,2216116
18135,Randolph County,IN,10902
27013,Blue Earth County,MN,40116
29161,Phelps County,MO,19002
18131,Pulaski County,IN,5442
27033,Cottonwood County,MN,6159
24019,Dorchester County,MD,18018
38001,Adams County,ND,1071
48463,Uvalde County,TX,14126
46075,Jones County,SD,636
48293,Limestone County,TX,8523
48019,Bandera County,TX,11436
48245,Jefferson County,TX,124279
06029,Kern County,CA,461113
38021,Dickey County,ND,2532
38045,LaMoure County,ND,1929
45033,Dillon County,SC,13348
16057,Latah County,ID,22952
21179,Nelson County,KY,23429
48247,Jim Hogg County,TX,2819
26015,Barry County,MI,29553
40129,Roger Mills County,OK,1268
38067,Pembina County,ND,3726
72115,Quebradillas Municipio,PR,18475
48425,Somervell County,TX,4071
55033,Dunn County,WI,21744
31165,Sioux County,NE,280
56015,Goshen County,WY,5180
27001,Aitkin County,MN,9193
47149,Rutherford County,TN,174391
40109,Oklahoma County,OK,499786
44009,Washington County,RI,96264
18047,Franklin County,IN,8376
UNK,Unknown County,NJ,397683
28119,Quitman County,MS,3532
51620,Franklin city,VA,0
48191,Hall County,TX,1264
26113,Missaukee County,MI,7197
UNK,Unknown County,MA,549393
27075,Lake County,MN,6997
29091,Howell County,MO,12995
51029,Buckingham County,VA,6657
37145,Person County,NC,21513
46117,Stanley County,SD,1789
48315,Marion County,TX,3897
53033,King County,WA,1777593
01133,Winston County,AL,5091
48227,Howard County,TX,13476
05059,Hot Spring County,AR,14069
18175,Washington County,IN,10993
29097,Jasper County,MO,56059
38005,Benson County,ND,3465
30099,Teton County,MT,2512
42075,Lebanon County,PA,76454
48269,King County,TX,0
51077,Grayson County,VA,6220
48335,Mitchell County,TX,2994
53075,Whitman County,WA,22847
39127,Perry County,OH,14436
40005,Atoka County,OK,4790
17073,Henry County,IL,28830
45019,Charleston County,SC,261585
28109,Pearl River County,MS,25827
02158,Kusilvak Census Area,AK,5470
56001,Albany County,WY,21451
29171,Putnam County,MO,1533
22095,St. John the Baptist Parish,LA,24813
22103,St. Tammany Parish,LA,144700
39075,Holmes County,OH,7813
18147,Spencer County,IN,8818
13245,Richmond County,GA,97204
18015,Carroll County,IN,7024
47109,McNairy County,TN,11908
37119,Mecklenburg County,NC,677092
15009,Maui County,HI,0
28051,Holmes County,MS,9616
20137,Norton County,KS,2776
51117,Mecklenburg County,VA,12737
40055,Greer County,OK,2059
28157,Wilkinson County,MS,5496
48029,Bexar County,TX,1344670
27113,Pennington County,MN,7399
48345,Motley County,TX,344
24045,Wicomico County,MD,55666
21069,Fleming County,KY,7310
51019,Bedford County,VA,34650
20187,Stanton County,KS,994
12101,Pasco County,FL,317958
20079,Harvey County,KS,15611
55043,Grant County,WI,27694
26019,Benzie County,MI,10989
48041,Brazos County,TX,115161
39113,Montgomery County,OH,293146
56031,Platte County,WY,3405
31027,Cedar County,NE,3363
UNK,Unknown County,SC,196028
72133,Santa Isabel Municipio,PR,14784
49043,Summit County,UT,35840
05033,Crawford County,AR,28199
20109,Logan County,KS,1289
37001,Alamance County,NC,96255
24031,Montgomery County,MD,882519
28043,Grenada County,MS,10592
40121,Pittsburg County,OK,19189
18095,Madison County,IN,66171
UNK,Unknown County,RI,81266
24023,Garrett County,MD,14109
29005,Atchison County,MO,2802
17159,Richland County,IL,7277
47073,Hawkins County,TN,24592
28083,Leflore County,MS,16930
31129,Nuckolls County,NE,2016
31009,Blaine County,NE,115
72017,Barceloneta Municipio,PR,16628
47157,Shelby County,TN,502231
54017,Doddridge County,WV,4937
39069,Henry County,OH,14319
36043,Herkimer County,NY,35456
13001,Appling County,GA,6427
01025,Clarke County,AL,11796
48119,Delta County,TX,1855
16065,Madison County,ID,21049
47171,Unicoi County,TN,9470
06105,Trinity County,CA,0
20073,Greenwood County,KS,2880
72107,Orocovis Municipio,PR,16404
39107,Mercer County,OH,15433
20093,Kearny County,KS,1991
48287,Lee County,TX,7956
27057,Hubbard County,MN,9951
29187,St. Francois County,MO,28549
18127,Porter County,IN,94211
20103,Leavenworth County,KS,46458
36019,Clinton County,NY,56991
30023,Deer Lodge County,MT,5199
46015,Brule County,SD,2834
13085,Dawson County,GA,10167
31057,Dundy County,NE,610
26033,Chippewa County,MI,25451
UNK,Unknown County,WA,207620
05113,Polk County,AR,6817
13117,Forsyth County,GA,126507
42057,Fulton County,PA,5063
39045,Fairfield County,OH,88381
36021,Columbia County,NY,43210
23011,Kennebec County,ME,85733
47023,Chester County,TN,6032
55059,Kenosha County,WI,98381
49031,Piute County,UT,575
47011,Bradley County,TN,43916
19121,Madison County,IA,8657
45053,Jasper County,SC,10969
18119,Owen County,IN,8638
21099,Hart County,KY,6626
22099,St. Martin Parish,LA,20964
01065,Hale County,AL,8731
35013,Dona Ana County,NM,156837
28061,Jasper County,MS,8034
54027,Hampshire County,WV,10414
34035,Somerset County,NJ,242893
39049,Franklin County,OH,824002
08031,Denver County,CO,537686
27141,Sherburne County,MN,43234
39167,Washington County,OH,32555
51185,Tazewell County,VA,17248
06045,Mendocino County,CA,57071
51111,Lunenburg County,VA,5876
33017,Strafford County,NH,81910
48001,Anderson County,TX,22274
21187,Owen County,KY,4004
48061,Cameron County,TX,316678
UNK,Unknown County,MI,251840
31049,Deuel County,NE,612
49039,Sanpete County,UT,12183
26123,Newaygo County,MI,21424
47127,Moore County,TN,1393
13063,Clayton County,GA,122156
48013,Atascosa County,TX,25857
39037,Darke County,OH,19683
47151,Scott County,TN,7858
55105,Rock County,WI,109721
02220,Sitka City and Borough,AK,6290
42085,Mercer County,PA,56877
UNK,Unknown County,GU,32508
72089,Luquillo Municipio,PR,11867
45039,Fairfield County,SC,13887
48017,Bailey County,TX,2650
29510,St. Louis city,MO,169659
48303,Lubbock County,TX,146673
28099,Neshoba County,MS,11601
51149,Prince George County,VA,18817
48263,Kent County,TX,284
34021,Mercer County,NJ,250891
30083,Richland County,MT,4154
13295,Walker County,GA,27826
23009,Hancock County,ME,41250
17093,Kendall County,IL,85458
17133,Monroe County,IL,21168
18087,LaGrange County,IN,8757
45081,Saluda County,SC,6037
31181,Webster County,NE,1310
46049,Faulk County,SD,1230
53023,Garfield County,WA,850
36071,Orange County,NY,240448
47095,Lake County,TN,2391
UNK,Unknown County,TX,175495
55075,Marinette County,WI,20835
53015,Cowlitz County,WA,63231
48429,Stephens County,TX,3348
48073,Cherokee County,TX,20064
13071,Colquitt County,GA,17798
38047,Logan County,ND,681
29189,St. Louis County,MO,617458
30067,Park County,MT,9562
17081,Jefferson County,IL,17309
19007,Appanoose County,IA,5745
41039,Lane County,OR,252969
51630,Fredericksburg city,VA,11489
55047,Green Lake County,WI,10339
