FIPS,Recip_County,Recip_State,Series_Complete_5Plus
06041,Marin County,CA,225427
01011,Bullock County,AL,5150
26115,Monroe County,MI,82854
20207,Woodson County,KS,1295
18067,Howard County,IN,38095
27111,Otter Tail County,MN,29016
27169,Winona County,MN,32053
16049,Idaho County,ID,5021
22023,Cameron Parish,LA,1220
38029,Emmons County,ND,1095
45077,Pickens County,SC,57619
21121,Knox County,KY,11097
45005,Allendale County,SC,4900
20071,Greeley County,KS,623
29153,Ozark County,MO,2809
21193,Perry County,KY,15535
37127,Nash County,NC,53272
55093,Pierce County,WI,18387
06013,Contra Costa County,CA,918355
17121,Marion County,IL,16518
31043,Dakota County,NE,12348
37081,Guilford County,NC,319072
27161,Waseca County,MN,10399
17143,Peoria County,IL,107908
40123,Pontotoc County,OK,19075
29013,Bates County,MO,6131
46095,Mellette County,SD,694
54057,Mineral County,WV,13405
48365,Panola County,TX,8643
13201,Miller County,GA,3032
48295,Lipscomb County,TX,1084
21207,Russell County,KY,8013
13035,Butts County,GA,8184
50021,Rutland County,VT,39762
22029,Concordia Parish,LA,7927
42127,Wayne County,PA,30433
48111,Dallam County,TX,3096
50003,Bennington County,VT,15020
UNK,Unknown County,VI,7398
13283,Treutlen County,GA,2333
51131,Northampton County,VA,8122
26081,Kent County,MI,392355
27139,Scott County,MN,100806
31131,Otoe County,NE,8773
13235,Pulaski County,GA,4029
29151,Osage County,MO,5295
72119,Rio Grande Municipio,PR,32934
31015,Boyd County,NE,657
12047,Hamilton County,FL,4896
06069,San Benito County,CA,40099
18005,Bartholomew County,IN,48659
12007,Bradford County,FL,12198
06113,Yolo County,CA,150102
08123,Weld County,CO,192030
30001,Beaverhead County,MT,5030
21173,Montgomery County,KY,12698
42073,Lawrence County,PA,45040
46097,Miner County,SD,1175
42113,Sullivan County,PA,3176
39111,Monroe County,OH,6213
72139,Trujillo Alto Municipio,PR,30712
42049,Erie County,PA,155871
08087,Morgan County,CO,13542
01069,Houston County,AL,44530
48053,Burnet County,TX,25169
20141,Osborne County,KS,1415
48133,Eastland County,TX,6666
36105,Sullivan County,NY,44458
27049,Goodhue County,MN,30209
16043,Fremont County,ID,5714
13247,Rockdale County,GA,44512
20003,Anderson County,KS,3302
21059,Daviess County,KY,53661
37095,Hyde County,NC,3193
17101,Lawrence County,IL,6404
19101,Jefferson County,IA,8623
08093,Park County,CO,8761
19143,Osceola County,IA,2633
05031,Craighead County,AR,48631
47027,Clay County,TN,2165
29107,Lafayette County,MO,14640
39081,Jefferson County,OH,32193
34013,Essex County,NJ,552655
53055,San Juan County,WA,14063
48193,Hamilton County,TX,4327
08091,Ouray County,CO,3178
30033,Garfield County,MT,237
21101,Henderson County,KY,22441
46041,Dewey County,SD,4087
27105,Nobles County,MN,12883
17181,Union County,IL,9207
48213,Henderson County,TX,31707
28025,Clay County,MS,8755
40133,Seminole County,OK,12328
13309,Wheeler County,GA,2026
01105,Perry County,AL,4197
13239,Quitman County,GA,735
72013,Arecibo Municipio,PR,102656
18179,Wells County,IN,11503
34027,Morris County,NJ,371843
47143,Rhea County,TN,13944
55078,Menominee County,WI,3549
39117,Morrow County,OH,14398
37177,Tyrrell County,NC,1930
18111,Newton County,IN,4332
25027,Worcester County,MA,562129
17003,Alexander County,IL,1836
06043,Mariposa County,CA,0
01021,Chilton County,AL,15712
31119,Madison County,NE,15644
13171,Lamar County,GA,6482
37067,Forsyth County,NC,229188
29011,Barton County,MO,3828
26053,Gogebic County,MI,9095
37071,Gaston County,NC,110066
26025,Calhoun County,MI,68102
45069,Marlboro County,SC,11033
37141,Pender County,NC,32145
01045,Dale County,AL,22777
51003,Albemarle County,VA,69807
45043,Georgetown County,SC,33416
29229,Wright County,MO,6412
38033,Golden Valley County,ND,524
48419,Shelby County,TX,8814
26087,Lapeer County,MI,40591
06079,San Luis Obispo County,CA,167511
48147,Fannin County,TX,15328
06095,Solano County,CA,290151
29129,Mercer County,MO,1231
28037,Franklin County,MS,3595
36033,Franklin County,NY,32217
18107,Montgomery County,IN,17109
29181,Ripley County,MO,3776
21045,Casey County,KY,5660
26119,Montmorency County,MI,5008
31097,Johnson County,NE,2684
19165,Shelby County,IA,6649
49011,Davis County,UT,226259
72001,Adjuntas Municipio,PR,12611
53029,Island County,WA,62144
13319,Wilkinson County,GA,4436
34029,Ocean County,NJ,320135
72003,Aguada Municipio,PR,26567
31115,Loup County,NE,195
48237,Jack County,TX,3569
35025,Lea County,NM,30284
UNK,Unknown County,PA,455971
48347,Nacogdoches County,TX,30148
56019,Johnson County,WY,3596
02100,Haines Borough,AK,1719
06051,Mono County,CA,0
12125,Union County,FL,5305
05141,Van Buren County,AR,6771
09011,New London County,CT,204949
02070,Dillingham Census Area,AK,2422
20023,Cheyenne County,KS,1191
21025,Breathitt County,KY,6472
12027,DeSoto County,FL,16950
21219,Todd County,KY,5022
13007,Baker County,GA,1494
20151,Pratt County,KS,4368
21007,Ballard County,KY,2924
37037,Chatham County,NC,44711
12113,Santa Rosa County,FL,96983
13005,Bacon County,GA,3327
46059,Hand County,SD,1527
34017,Hudson County,NJ,500800
40081,Lincoln County,OK,13662
46055,Haakon County,SD,773
29141,Morgan County,MO,7450
36065,Oneida County,NY,139950
55113,Sawyer County,WI,9740
06017,El Dorado County,CA,117986
23019,Penobscot County,ME,105670
06089,Shasta County,CA,87666
05091,Miller County,AR,13087
30007,Broadwater County,MT,2037
47083,Houston County,TN,3472
08025,Crowley County,CO,1288
13197,Marion County,GA,3327
39135,Preble County,OH,17178
21169,Metcalfe County,KY,3967
01049,DeKalb County,AL,23493
21195,Pike County,KY,30017
42131,Wyoming County,PA,15653
36017,Chenango County,NY,28226
42043,Dauphin County,PA,168626
01001,Autauga County,AL,23740
17065,Hamilton County,IL,3097
48377,Presidio County,TX,6688
45037,Edgefield County,SC,15880
12051,Hendry County,FL,19881
20005,Atchison County,KS,7286
29101,Johnson County,MO,22015
20173,Sedgwick County,KS,265211
48301,Loving County,TX,0
38063,Nelson County,ND,2010
UNK,Unknown County,MP,42062
48501,Yoakum County,TX,3407
23005,Cumberland County,ME,253641
35039,Rio Arriba County,NM,29686
19123,Mahaska County,IA,9556
08069,Larimer County,CO,237778
06109,Tuolumne County,CA,29803
48115,Dawson County,TX,4151
12033,Escambia County,FL,172419
55141,Wood County,WI,43877
37193,Wilkes County,NC,31189
31123,Morrill County,NE,1606
13011,Banks County,GA,5720
19087,Henry County,IA,10468
17193,White County,IL,6798
48045,Briscoe County,TX,674
05083,Logan County,AR,9859
51177,Spotsylvania County,VA,59538
17009,Brown County,IL,3412
48417,Shackelford County,TX,1191
53049,Pacific County,WA,12429
31037,Colfax County,NE,4894
48479,Webb County,TX,232590
31031,Cherry County,NE,1908
48367,Parker County,TX,75566
54013,Calhoun County,WV,2395
34003,Bergen County,NJ,699717
16001,Ada County,ID,302606
47137,Pickett County,TN,2179
37139,Pasquotank County,NC,20847
38015,Burleigh County,ND,47553
40151,Woods County,OK,3566
19001,Adair County,IA,3465
05051,Garland County,AR,44143
47087,Jackson County,TN,3984
02105,Hoonah-Angoon Census Area,AK,1512
51685,Manassas Park city,VA,7649
51163,Rockbridge County,VA,10297
38085,Sioux County,ND,2170
13111,Fannin County,GA,10768
13135,Gwinnett County,GA,501048
27059,Isanti County,MN,16915
28015,Carroll County,MS,4009
01107,Pickens County,AL,9525
19181,Warren County,IA,30237
21175,Morgan County,KY,6293
38037,Grant County,ND,511
48209,Hays County,TX,138679
31019,Buffalo County,NE,20126
05013,Calhoun County,AR,1882
16061,Lewis County,ID,1933
20123,Mitchell County,KS,3137
39153,Summit County,OH,334034
51087,Henrico County,VA,179006
21033,Caldwell County,KY,6489
42081,Lycoming County,PA,57570
55045,Green County,WI,23223
17197,Will County,IL,453141
21171,Monroe County,KY,4799
01097,Mobile County,AL,199222
28063,Jefferson County,MS,4771
35015,Eddy County,NM,26515
48225,Houston County,TX,9320
05103,Ouachita County,AR,12389
UNK,Unknown County,OR,64479
37107,Lenoir County,NC,29454
13157,Jackson County,GA,30116
51137,Orange County,VA,15908
28017,Chickasaw County,MS,8035
01075,Lamar County,AL,5914
18183,Whitley County,IN,15668
13087,Decatur County,GA,12576
26069,Iosco County,MI,13925
40017,Canadian County,OK,83634
16031,Cassia County,ID,9255
36077,Otsego County,NY,35927
48411,San Saba County,TX,2173
72057,Guayama Municipio,PR,27373
04005,Coconino County,AZ,107484
01091,Marengo County,AL,10005
22079,Rapides Parish,LA,62539
47123,Monroe County,TN,19682
13195,Madison County,GA,12644
39015,Brown County,OH,17314
39173,Wood County,OH,79404
16073,Owyhee County,ID,4048
UNK,Unknown County,MO,292693
48275,Knox County,TX,1410
48215,Hidalgo County,TX,594499
49051,Wasatch County,UT,19717
17109,McDonough County,IL,14283
13243,Randolph County,GA,3021
12115,Sarasota County,FL,297155
48077,Clay County,TX,4720
41003,Benton County,OR,68266
48125,Dickens County,TX,722
22043,Grant Parish,LA,9283
29203,Shannon County,MO,2431
47175,Van Buren County,TN,3359
55073,Marathon County,WI,79523
30021,Dawson County,MT,3169
22081,Red River Parish,LA,3005
22087,St. Bernard Parish,LA,22356
17157,Randolph County,IL,16345
17195,Whiteside County,IL,31351
05057,Hempstead County,AR,8378
45035,Dorchester County,SC,84363
13277,Tift County,GA,15874
01005,Barbour County,AL,10793
31047,Dawson County,NE,11127
UNK,Unknown County,VA,1252256
17025,Clay County,IL,4980
36123,Yates County,NY,12933
22067,Morehouse Parish,LA,11036
49021,Iron County,UT,23917
54041,Lewis County,WV,8986
48243,Jeff Davis County,TX,1185
05073,Lafayette County,AR,2680
21147,McCreary County,KY,6570
29133,Mississippi County,MO,5583
13221,Oglethorpe County,GA,6334
48135,Ector County,TX,69100
23029,Washington County,ME,22049
48299,Llano County,TX,10949
42091,Montgomery County,PA,612053
13029,Bryan County,GA,20767
38043,Kidder County,ND,803
37187,Washington County,NC,5594
22111,Union Parish,LA,9784
39161,Van Wert County,OH,11978
40045,Ellis County,OK,1319
16033,Clark County,ID,350
47085,Humphreys County,TN,7559
06091,Sierra County,CA,0
08035,Douglas County,CO,252558
02150,Kodiak Island Borough,AK,8168
49057,Weber County,UT,150671
47035,Cumberland County,TN,27744
36005,Bronx County,NY,1006604
20041,Dickinson County,KS,9996
41057,Tillamook County,OR,17110
36035,Fulton County,NY,28301
48031,Blanco County,TX,6644
45001,Abbeville County,SC,9613
38081,Sargent County,ND,2248
47057,Grainger County,TN,11207
18009,Blackford County,IN,5360
54063,Monroe County,WV,6342
05065,Izard County,AR,5045
12055,Highlands County,FL,54285
27023,Chippewa County,MN,6103
30109,Wibaux County,MT,268
22083,Richland Parish,LA,8387
48321,Matagorda County,TX,16757
08103,Rio Blanco County,CO,2377
37015,Bertie County,NC,9488
20033,Comanche County,KS,761
51147,Prince Edward County,VA,6983
19023,Butler County,IA,8133
55139,Winnebago County,WI,102607
46129,Walworth County,SD,2483
47189,Wilson County,TN,75036
20059,Franklin County,KS,12715
21153,Magoffin County,KY,6092
17013,Calhoun County,IL,2411
37155,Robeson County,NC,53375
13237,Putnam County,GA,9284
21017,Bourbon County,KY,11159
37099,Jackson County,NC,23459
22075,Plaquemines Parish,LA,15506
22059,La Salle Parish,LA,6411
34041,Warren County,NJ,69483
49005,Cache County,UT,71068
31095,Jefferson County,NE,3801
40135,Sequoyah County,OK,16170
42129,Westmoreland County,PA,196463
55053,Jackson County,WI,10109
78030,St. Thomas Island,VI,23152
13189,McDuffie County,GA,9314
05115,Pope County,AR,31001
13077,Coweta County,GA,64481
28003,Alcorn County,MS,13945
21205,Rowan County,KY,12305
38059,Morton County,ND,13931
38035,Grand Forks County,ND,39969
48291,Liberty County,TX,35839
16055,Kootenai County,ID,74589
39125,Paulding County,OH,7716
51049,Cumberland County,VA,3577
36095,Schoharie County,NY,17297
01047,Dallas County,AL,16274
48103,Crane County,TX,1737
55041,Forest County,WI,5272
54089,Summers County,WV,7794
UNK,Unknown County,PW,17234
30103,Treasure County,MT,331
05149,Yell County,AR,10161
29185,St. Clair County,MO,3163
21043,Carter County,KY,12794
72113,Ponce Municipio,PR,109207
46057,Hamlin County,SD,2776
31175,Valley County,NE,1338
17099,LaSalle County,IL,62672
21085,Grayson County,KY,13196
30077,Powell County,MT,3050
72011,Anasco Municipio,PR,19309
20009,Barton County,KS,10828
39105,Meigs County,OH,10448
53021,Franklin County,WA,48154
29071,Franklin County,MO,55301
34019,Hunterdon County,NJ,85606
30091,Sheridan County,MT,1574
51071,Giles County,VA,7439
29087,Holt County,MO,1801
51089,Henry County,VA,19517
12086,Miami-Dade County,FL,2238267
47133,Overton County,TN,7700
54073,Pleasants County,WV,3813
20065,Graham County,KS,1192
18093,Lawrence County,IN,21902
27083,Lyon County,MN,14096
25003,Berkshire County,MA,70989
08117,Summit County,CO,25720
17147,Piatt County,IL,9813
51670,Hopewell city,VA,7041
30003,Big Horn County,MT,11414
47177,Warren County,TN,16608
26077,Kalamazoo County,MI,158891
48327,Menard County,TX,1124
27155,Traverse County,MN,2004
48333,Mills County,TX,2115
31005,Arthur County,NE,88
19167,Sioux County,IA,14201
47159,Smith County,TN,6516
40051,Grady County,OK,20607
45051,Horry County,SC,195695
UNK,Unknown County,NC,182723
22069,Natchitoches Parish,LA,16028
28093,Marshall County,MS,18507
30055,McCone County,MT,290
36009,Cattaraugus County,NY,41828
39031,Coshocton County,OH,13903
48113,Dallas County,TX,1540834
40097,Mayes County,OK,17376
22057,Lafourche Parish,LA,42677
13143,Haralson County,GA,9729
41065,Wasco County,OR,17050
40029,Coal County,OK,2150
55091,Pepin County,WI,3528
48379,Rains County,TX,4491
17097,Lake County,IL,521691
30027,Fergus County,MT,5088
54015,Clay County,WV,4661
18061,Harrison County,IN,20094
47111,Macon County,TN,7591
45015,Berkeley County,SC,115158
UNK,Unknown County,IA,49553
20183,Smith County,KS,1573
12089,Nassau County,FL,49931
22061,Lincoln Parish,LA,19599
40053,Grant County,OK,1807
36067,Onondaga County,NY,330913
53011,Clark County,WA,306325
UNK,Unknown County,VT,130734
47031,Coffee County,TN,25429
20117,Marshall County,KS,6129
29199,Scotland County,MO,1259
47173,Union County,TN,6797
42105,Potter County,PA,6008
55111,Sauk County,WI,39976
40019,Carter County,OK,20588
72054,Florida Municipio,PR,9326
20039,Decatur County,KS,1119
78020,St. John Island,VI,2990
28095,Monroe County,MS,17409
06107,Tulare County,CA,240124
31179,Wayne County,NE,3800
01077,Lauderdale County,AL,41857
48359,Oldham County,TX,731
19105,Jones County,IA,11910
42121,Venango County,PA,22560
54099,Wayne County,WV,20737
29051,Cole County,MO,39526
51097,King and Queen County,VA,3503
02282,Yakutat City and Borough,AK,437
46069,Hyde County,SD,689
20083,Hodgeman County,KS,789
31007,Banner County,NE,236
31061,Franklin County,NE,1134
42125,Washington County,PA,128605
48101,Cottle County,TX,448
19077,Guthrie County,IA,6122
48361,Orange County,TX,29537
47181,Wayne County,TN,6690
48085,Collin County,TX,677280
48075,Childress County,TX,3328
05085,Lonoke County,AR,34063
13039,Camden County,GA,29934
08095,Phillips County,CO,2159
27051,Grant County,MN,3205
19067,Floyd County,IA,8133
18167,Vigo County,IN,52012
36103,Suffolk County,NY,1081770
51051,Dickenson County,VA,6544
72153,Yauco Municipio,PR,27568
46043,Douglas County,SD,1486
41045,Malheur County,OR,14166
18065,Henry County,IN,24411
35019,Guadalupe County,NM,2938
20113,McPherson County,KS,15492
48399,Runnels County,TX,4482
47071,Hardin County,TN,10191
38003,Barnes County,ND,5887
17103,Lee County,IL,20071
06037,Los Angeles County,CA,7013985
20191,Sumner County,KS,9658
40103,Noble County,OK,6797
16085,Valley County,ID,6893
48091,Comal County,TX,94418
13037,Calhoun County,GA,2907
20121,Miami County,KS,15894
56039,Teton County,WY,21139
25025,Suffolk County,MA,568452
31159,Seward County,NE,8455
19163,Scott County,IA,103103
48363,Palo Pinto County,TX,11050
22063,Livingston Parish,LA,54542
13169,Jones County,GA,12317
26075,Jackson County,MI,81197
45083,Spartanburg County,SC,136766
37125,Moore County,NC,58179
30085,Roosevelt County,MT,7418
25001,Barnstable County,MA,0
48413,Schleicher County,TX,1160
20067,Grant County,KS,3293
27119,Polk County,MN,17800
51057,Essex County,VA,4996
25011,Franklin County,MA,46789
39137,Putnam County,OH,16146
27047,Freeborn County,MN,16961
30089,Sanders County,MT,4537
37143,Perquimans County,NC,6320
48493,Wilson County,TX,26350
48409,San Patricio County,TX,36276
56009,Converse County,WY,4588
01053,Escambia County,AL,12961
08079,Mineral County,CO,624
08125,Yuma County,CO,4286
24011,Caroline County,MD,18415
16007,Bear Lake County,ID,2747
20143,Ottawa County,KS,2436
UNK,Unknown County,KS,111595
05101,Newton County,AR,2571
18105,Monroe County,IN,85698
37117,Martin County,NC,11420
55095,Polk County,WI,21766
10005,Sussex County,DE,153444
25021,Norfolk County,MA,544566
47129,Morgan County,TN,10810
50013,Grand Isle County,VT,5732
48471,Walker County,TX,34155
48349,Navarro County,TX,21944
41001,Baker County,OR,11192
38031,Foster County,ND,1727
17041,Douglas County,IL,9210
20131,Nemaha County,KS,5397
29211,Sullivan County,MO,2541
29093,Iron County,MO,3829
51740,Portsmouth city,VA,45656
31065,Furnas County,NE,2027
54023,Grant County,WV,5054
72025,Caguas Municipio,PR,97848
40105,Nowata County,OK,4251
01019,Cherokee County,AL,7854
51173,Smyth County,VA,14163
40101,Muskogee County,OK,33949
20011,Bourbon County,KS,5228
48011,Armstrong County,TX,756
37007,Anson County,NC,11026
51009,Amherst County,VA,14456
39021,Champaign County,OH,17390
22107,Tensas Parish,LA,2653
53019,Ferry County,WA,4190
12045,Gulf County,FL,6890
29227,Worth County,MO,802
54061,Monongalia County,WV,60891
42001,Adams County,PA,55393
12069,Lake County,FL,236621
37069,Franklin County,NC,34910
48223,Hopkins County,TX,14249
48057,Calhoun County,TX,11939
51143,Pittsylvania County,VA,24720
27159,Wadena County,MN,6653
50007,Chittenden County,VT,118778
16075,Payette County,ID,7438
18079,Jennings County,IN,10867
34001,Atlantic County,NJ,169642
31135,Perkins County,NE,1157
46119,Sully County,SD,602
48481,Wharton County,TX,20250
55037,Florence County,WI,2321
08081,Moffat County,CO,5610
18161,Union County,IN,3417
17077,Jackson County,IL,29017
18115,Ohio County,IN,4329
28035,Forrest County,MS,31318
39129,Pickaway County,OH,28826
37111,McDowell County,NC,23472
48491,Williamson County,TX,393005
54047,McDowell County,WV,8828
48067,Cass County,TX,10328
42055,Franklin County,PA,73830
40093,Major County,OK,3713
48005,Angelina County,TX,39632
28117,Prentiss County,MS,10449
27009,Benton County,MN,17133
49001,Beaver County,UT,3089
21001,Adair County,KY,7311
20149,Pottawatomie County,KS,9758
13075,Cook County,GA,6859
53069,Wahkiakum County,WA,2156
21233,Webster County,KY,5827
51175,Southampton County,VA,6425
34039,Union County,NJ,380535
22093,St. James Parish,LA,10624
51183,Sussex County,VA,3852
26059,Hillsdale County,MI,17134
37013,Beaufort County,NC,25255
17183,Vermilion County,IL,33832
28097,Montgomery County,MS,5320
29195,Saline County,MO,10326
46007,Bennett County,SD,1863
28131,Stone County,MS,8184
06021,Glenn County,CA,15161
08097,Pitkin County,CO,14466
51007,Amelia County,VA,4469
13249,Schley County,GA,1786
17191,Wayne County,IL,6285
41013,Crook County,OR,12146
18049,Fulton County,IN,7786
33019,Sullivan County,NH,26861
19033,Cerro Gordo County,IA,26278
28145,Union County,MS,11051
36045,Jefferson County,NY,78251
35031,McKinley County,NM,59308
21125,Laurel County,KY,24015
12001,Alachua County,FL,174621
44001,Bristol County,RI,37385
51750,Radford city,VA,6337
19169,Story County,IA,60181
18109,Morgan County,IN,36967
09015,Windham County,CT,72718
UNK,Unknown County,DC,27645
12107,Putnam County,FL,30368
29201,Scott County,MO,16280
29215,Texas County,MO,8153
04007,Gila County,AZ,30949
26133,Osceola County,MI,9642
05037,Cross County,AR,8220
21163,Meade County,KY,10897
51730,Petersburg city,VA,10922
17033,Crawford County,IL,9368
37089,Henderson County,NC,66625
45011,Barnwell County,SC,11336
53037,Kittitas County,WA,25354
28067,Jones County,MS,28620
53073,Whatcom County,WA,160703
39149,Shelby County,OH,17104
54067,Nicholas County,WV,12621
13165,Jenkins County,GA,3165
06077,San Joaquin County,CA,424046
06031,Kings County,CA,73025
33005,Cheshire County,NH,46515
08109,Saguache County,CO,2377
19195,Worth County,IA,3756
18171,Warren County,IN,3698
19085,Harrison County,IA,7149
18089,Lake County,IN,264627
UNK,Unknown County,KY,149827
18007,Benton County,IN,3574
37021,Buncombe County,NC,169521
21155,Marion County,KY,9457
72145,Vega Baja Municipio,PR,39513
21223,Trimble County,KY,3575
46085,Lyman County,SD,2345
UNK,Unknown County,NH,54592
47077,Henderson County,TN,11368
47021,Cheatham County,TN,23204
44007,Providence County,RI,436884
26085,Lake County,MI,7119
39171,Williams County,OH,16066
48197,Hardeman County,TX,1777
47045,Dyer County,TN,14400
17141,Ogle County,IL,28737
53001,Adams County,WA,11383
19109,Kossuth County,IA,7553
37165,Scotland County,NC,15843
13107,Emanuel County,GA,8836
17095,Knox County,IL,28511
27129,Renville County,MN,7787
20091,Johnson County,KS,440138
47103,Lincoln County,TN,13939
19015,Boone County,IA,16659
19117,Lucas County,IA,3823
21015,Boone County,KY,80884
17039,De Witt County,IL,8100
19003,Adams County,IA,1994
18163,Vanderburgh County,IN,101859
31051,Dixon County,NE,2399
28111,Perry County,MS,4384
72067,Hormigueros Municipio,PR,12150
31183,Wheeler County,NE,237
36047,Kings County,NY,1768990
37105,Lee County,NC,33783
28077,Lawrence County,MS,6760
22019,Calcasieu Parish,LA,83781
47003,Bedford County,TN,20619
48431,Sterling County,TX,512
26079,Kalkaska County,MI,8285
26137,Otsego County,MI,13429
31033,Cheyenne County,NE,3730
22039,Evangeline Parish,LA,12523
08039,Elbert County,CO,9826
51700,Newport News city,VA,90596
26109,Menominee County,MI,15993
05093,Mississippi County,AR,16134
48173,Glasscock County,TX,607
38073,Ransom County,ND,3045
31073,Gosper County,NE,773
49027,Millard County,UT,5699
48283,La Salle County,TX,4641
53045,Mason County,WA,39426
50017,Orange County,VT,15037
01051,Elmore County,AL,36331
26157,Tuscola County,MI,23559
01081,Lee County,AL,64131
05137,Stone County,AR,4458
01037,Coosa County,AL,4235
21209,Scott County,KY,30980
19115,Louisa County,IA,5695
42023,Cameron County,PA,2398
47033,Crockett County,TN,6704
22109,Terrebonne Parish,LA,48399
42077,Lehigh County,PA,260391
48239,Jackson County,TX,6508
06001,Alameda County,CA,1333073
05063,Independence County,AR,15118
55115,Shawano County,WI,21389
12041,Gilchrist County,FL,6670
13115,Floyd County,GA,40518
01055,Etowah County,AL,41008
46021,Campbell County,SD,636
23001,Androscoggin County,ME,74027
13125,Glascock County,GA,960
53013,Columbia County,WA,1811
28153,Wayne County,MS,7628
48487,Wilbarger County,TX,6476
39175,Wyandot County,OH,10121
UNK,Unknown County,CA,691490
48265,Kerr County,TX,26029
48099,Coryell County,TX,39269
13033,Burke County,GA,12279
51570,Colonial Heights city,VA,6267
27067,Kandiyohi County,MN,22679
12127,Volusia County,FL,322869
13251,Screven County,GA,6592
29081,Harrison County,MO,2770
16015,Boise County,ID,2595
30045,Judith Basin County,MT,785
48407,San Jacinto County,TX,9697
46027,Clay County,SD,9364
48003,Andrews County,TX,8038
21129,Lee County,KY,3589
17163,St. Clair County,IL,157628
48317,Martin County,TX,1785
42067,Juniata County,PA,9745
13233,Polk County,GA,16042
36107,Tioga County,NY,28403
19071,Fremont County,IA,3544
29217,Vernon County,MO,7038
35053,Socorro County,NM,11063
26063,Huron County,MI,16436
30073,Pondera County,MT,3155
51113,Madison County,VA,7131
47145,Roane County,TN,23285
UNK,Unknown County,AZ,98520
17187,Warren County,IL,8231
01099,Monroe County,AL,8822
46023,Charles Mix County,SD,4881
17069,Hardin County,IL,1571
17179,Tazewell County,IL,76813
40125,Pottawatomie County,OK,34034
42021,Cambria County,PA,71172
47047,Fayette County,TN,22836
36061,New York County,NY,1348711
51735,Poquoson city,VA,0
12017,Citrus County,FL,82885
22015,Bossier Parish,LA,62257
72135,Toa Alta Municipio,PR,47839
46137,Ziebach County,SD,849
01117,Shelby County,AL,76827
50015,Lamoille County,VT,15699
21149,McLean County,KY,4600
42033,Clearfield County,PA,38563
30079,Prairie County,MT,403
29037,Cass County,MO,53324
29043,Christian County,MO,39759
13255,Spalding County,GA,26228
48325,Medina County,TX,28010
20115,Marion County,KS,5701
08015,Chaffee County,CO,12801
51045,Craig County,VA,1678
17167,Sangamon County,IL,125279
40015,Caddo County,OK,18321
26023,Branch County,MI,19140
08083,Montezuma County,CO,15939
29221,Washington County,MO,7599
16041,Franklin County,ID,5958
72031,Carolina Municipio,PR,113460
29139,Montgomery County,MO,5496
37009,Ashe County,NC,14133
72049,Culebra Municipio,PR,1743
51181,Surry County,VA,3468
13313,Whitfield County,GA,43952
35028,Los Alamos County,NM,16025
46109,Roberts County,SD,7222
35007,Colfax County,NM,7254
48159,Franklin County,TX,3852
48391,Refugio County,TX,3662
